learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0035464,Female,18-24,Rivers,Borno,OND/ND,Student,Yes,Tablet,Beginner,<50k,Campus Outreach,South South,North East,Poor
LRN0035465,Male,18-24,Enugu,Lagos,Postgraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South East,South West,Good
LRN0035466,Female,18-24,Bayelsa,Benue,Undergraduate,Employed,No,Mobile Phone,Beginner,<50k,Campus Outreach,South South,North Central,Good
LRN0035467,Male,25-34,Kano,Rivers,Secondary School,Student,No,Laptop,Beginner,<50k,Campus Outreach,North West,South South,Good
LRN0035468,Female,35-44,Anambra,Akwa Ibom,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South South,Good
LRN0035469,Male,18-24,Kano,Kaduna,Secondary School,Unemployed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North West,North West,Moderate
LRN0035470,Female,35-44,Lagos,Osun,Undergraduate,Employed,Yes,Tablet,Intermediate,100k-250k,Partner Organisation,South West,South West,Moderate
LRN0035471,Male,18-24,Rivers,Edo,Postgraduate,Student,Yes,Laptop,Intermediate,<50k,Social Media,South South,South South,Poor
LRN0035472,Male,25-34,Lagos,Kaduna,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,250k+,Social Media,South West,North West,Good
LRN0035473,Male,25-34,Ebonyi,Niger,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Referral,South East,North Central,Good
LRN0035474,Female,35-44,Enugu,Rivers,OND/ND,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,South East,South South,Good
LRN0035475,Male,18-24,Bauchi,Anambra,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,North East,South East,Moderate
LRN0035476,Male,18-24,Delta,Ondo,Graduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South South,South West,Good
LRN0035477,Female,18-24,Rivers,Imo,Secondary School,Student,Yes,Desktop,Beginner,50k-100k,Email Campaign,South South,South East,Good
LRN0035478,Female,25-34,Edo,Akwa Ibom,Graduate,Employed,Yes,Laptop,Intermediate,<50k,Social Media,South South,South South,Good
LRN0035479,Male,25-34,Anambra,Borno,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South East,North East,Moderate
LRN0035480,Male,25-34,Kaduna,Kaduna,Postgraduate,Unemployed,Yes,Desktop,Beginner,100k-250k,Social Media,North West,North West,Good
LRN0035481,Male,18-24,Edo,Abia,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South South,South East,Good
LRN0035482,Female,25-34,Kano,Enugu,OND/ND,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,North West,South East,Poor
LRN0035483,Female,18-24,Sokoto,Lagos,OND/ND,Student,Yes,Laptop,Intermediate,50k-100k,Partner Organisation,North West,South West,Good
LRN0035484,Male,25-34,Sokoto,Abia,Graduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Referral,North West,South East,Moderate
LRN0035485,Female,35-44,Benue,Osun,Undergraduate,Student,No,Laptop,Intermediate,100k-250k,Community Outreach,North Central,South West,Moderate
LRN0035486,Male,25-34,Ogun,Delta,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,South South,Good
LRN0035487,Male,25-34,Jigawa,Delta,Graduate,Student,Yes,Laptop,Beginner,100k-250k,Social Media,North West,South South,Moderate
LRN0035488,Female,18-24,Delta,Taraba,Undergraduate,Student,Yes,Laptop,Advanced,<50k,Partner Organisation,South South,North East,Moderate
LRN0035489,Male,18-24,Sokoto,Akwa Ibom,Secondary School,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Community Outreach,North West,South South,Poor
LRN0035490,Female,18-24,Lagos,Bauchi,Graduate,Employed,Yes,Mobile Phone,Advanced,<50k,Email Campaign,South West,North East,Moderate
LRN0035491,Female,35-44,Ondo,Rivers,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South West,South South,Moderate
LRN0035492,Male,18-24,Anambra,Jigawa,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South East,North West,Moderate
LRN0035493,Male,25-34,Kaduna,Lagos,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North West,South West,Poor
LRN0035494,Male,18-24,Adamawa,Lagos,Secondary School,Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South West,Poor
LRN0035495,Female,25-34,Rivers,Adamawa,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Community Outreach,South South,North East,Poor
LRN0035496,Male,25-34,Abia,Enugu,Undergraduate,Student,Yes,Laptop,Intermediate,100k-250k,Social Media,South East,South East,Moderate
LRN0035497,Male,18-24,Imo,Akwa Ibom,Undergraduate,Employed,Yes,Laptop,Beginner,100k-250k,Social Media,South East,South South,Moderate
LRN0035498,Male,25-34,Katsina,Imo,Graduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,South East,Moderate
LRN0035499,Female,25-34,Rivers,Ondo,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Referral,South South,South West,Poor
LRN0035500,Male,18-24,Borno,Jigawa,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,North East,North West,Moderate
LRN0035501,Male,25-34,Yobe,Delta,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South South,Moderate
LRN0035502,Female,18-24,Plateau,Niger,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,North Central,North Central,Poor
LRN0035503,Male,18-24,Katsina,Kaduna,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,North West,North West,Poor
LRN0035504,Male,18-24,Kano,Kano,Undergraduate,Employed,Yes,Laptop,Intermediate,100k-250k,Community Outreach,North West,North West,Moderate
LRN0035505,Female,18-24,Jigawa,Abia,Graduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,North West,South East,Moderate
LRN0035506,Female,18-24,Ebonyi,Ondo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South West,Good
LRN0035507,Male,18-24,Ondo,Enugu,Undergraduate,Self-Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,South East,Moderate
LRN0035508,Male,18-24,Niger,Kano,Secondary School,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North Central,North West,Moderate
LRN0035509,Male,25-34,Kano,Rivers,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,North West,South South,Moderate
LRN0035510,Male,18-24,Lagos,Kogi,Undergraduate,Employed,Yes,Desktop,Beginner,100k-250k,Partner Organisation,South West,North Central,Poor
LRN0035511,Female,25-34,Imo,Ondo,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South East,South West,Poor
LRN0035512,Female,18-24,Anambra,Edo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South East,South South,Moderate
LRN0035513,Female,18-24,Lagos,Lagos,Secondary School,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,South West,Good
LRN0035514,Male,35-44,Edo,Jigawa,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South South,North West,Moderate
LRN0035515,Female,18-24,Osun,Katsina,OND/ND,Student,Yes,Mobile Phone,Advanced,50k-100k,Social Media,South West,North West,Moderate
LRN0035516,Female,18-24,Lagos,Akwa Ibom,Graduate,Student,Yes,Laptop,Beginner,<50k,Referral,South West,South South,Good
LRN0035517,Female,25-34,Lagos,Akwa Ibom,Graduate,Unemployed,Yes,Laptop,Beginner,250k+,Social Media,South West,South South,Poor
LRN0035518,Male,35-44,Rivers,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,250k+,Partner Organisation,South South,South West,Good
LRN0035519,Female,18-24,Lagos,Rivers,OND/ND,Student,Yes,Mobile Phone,Beginner,250k+,Partner Organisation,South West,South South,Poor
LRN0035520,Male,25-34,Benue,FCT,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,North Central,North Central,Good
LRN0035521,Male,18-24,Taraba,Ogun,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North East,South West,Good
LRN0035522,Female,18-24,Anambra,Osun,Graduate,Employed,Yes,Mobile Phone,Advanced,<50k,Social Media,South East,South West,Good
LRN0035523,Male,18-24,Kaduna,Lagos,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,South West,Good
LRN0035524,Female,25-34,Adamawa,Kano,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,North East,North West,Poor
LRN0035525,Female,18-24,Jigawa,Oyo,Undergraduate,Student,Yes,Tablet,Beginner,50k-100k,Campus Outreach,North West,South West,Good
LRN0035526,Female,25-34,Imo,Edo,Secondary School,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South South,Moderate
LRN0035527,Female,18-24,Enugu,Abia,OND/ND,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South East,South East,Moderate
LRN0035528,Male,25-34,Jigawa,Delta,Graduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,North West,South South,Poor
LRN0035529,Male,18-24,Delta,Enugu,Undergraduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South South,South East,Moderate
LRN0035530,Female,18-24,Jigawa,Katsina,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,North West,North West,Poor
LRN0035531,Male,35-44,Lagos,Ogun,Secondary School,Employed,Yes,Laptop,Beginner,100k-250k,Referral,South West,South West,Moderate
LRN0035532,Female,25-34,Imo,Ebonyi,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,250k+,Referral,South East,South East,Moderate
LRN0035533,Male,25-34,Ogun,Oyo,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Email Campaign,South West,South West,Good
LRN0035534,Male,18-24,Sokoto,Ogun,OND/ND,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South West,Good
LRN0035535,Male,18-24,Bauchi,Enugu,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North East,South East,Good
LRN0035536,Female,35-44,Kano,Lagos,Graduate,Employed,Yes,Laptop,Intermediate,<50k,Campus Outreach,North West,South West,Moderate
LRN0035537,Male,25-34,Sokoto,Enugu,OND/ND,Self-Employed,Yes,Desktop,Beginner,100k-250k,Email Campaign,North West,South East,Good
LRN0035538,Male,18-24,Ogun,Osun,Undergraduate,Unemployed,Yes,Tablet,Beginner,50k-100k,Social Media,South West,South West,Moderate
LRN0035539,Male,35-44,Ebonyi,Abia,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South East,South East,Good
LRN0035540,Male,25-34,FCT,Bauchi,Undergraduate,Student,Yes,Mobile Phone,Beginner,250k+,Social Media,North Central,North East,Poor
LRN0035541,Male,18-24,Benue,Delta,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,North Central,South South,Moderate
LRN0035542,Male,25-34,Taraba,Enugu,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,North East,South East,Good
LRN0035543,Female,18-24,Jigawa,Kano,Graduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North West,Moderate
LRN0035544,Male,18-24,Kaduna,Kaduna,Secondary School,Student,No,Mobile Phone,Beginner,<50k,Community Outreach,North West,North West,Poor
LRN0035545,Male,18-24,FCT,Anambra,OND/ND,Unemployed,Yes,Laptop,Beginner,250k+,Partner Organisation,North Central,South East,Good
LRN0035546,Female,25-34,Rivers,Osun,Graduate,Employed,Yes,Laptop,Beginner,<50k,Community Outreach,South South,South West,Good
LRN0035547,Male,35-44,Plateau,Kaduna,Secondary School,Self-Employed,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North Central,North West,Good
LRN0035548,Female,35-44,FCT,Abia,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,North Central,South East,Good
LRN0035549,Male,18-24,Ogun,Edo,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Email Campaign,South West,South South,Good
LRN0035550,Male,18-24,Benue,Ogun,Secondary School,Employed,Yes,Laptop,Intermediate,<50k,Referral,North Central,South West,Good
LRN0035551,Male,35-44,FCT,Rivers,Undergraduate,Student,Yes,Mobile Phone,Beginner,250k+,Social Media,North Central,South South,Moderate
LRN0035552,Female,25-34,Borno,Ogun,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South West,Good
LRN0035553,Female,18-24,Niger,Sokoto,Graduate,Student,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,North Central,North West,Poor
LRN0035554,Male,18-24,Delta,Niger,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South South,North Central,Moderate
LRN0035555,Female,35-44,Imo,Imo,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,South East,Moderate
LRN0035556,Male,18-24,FCT,FCT,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Referral,North Central,North Central,Moderate
LRN0035557,Male,18-24,Jigawa,Ebonyi,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South East,Moderate
LRN0035558,Female,25-34,FCT,Edo,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,North Central,South South,Moderate
LRN0035559,Female,25-34,Ondo,Ogun,Secondary School,Unemployed,Yes,Laptop,Beginner,<50k,Referral,South West,South West,Good
LRN0035560,Male,18-24,FCT,Taraba,Secondary School,Student,No,Mobile Phone,Beginner,50k-100k,Community Outreach,North Central,North East,Moderate
LRN0035561,Male,18-24,Lagos,Adamawa,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South West,North East,Poor
LRN0035562,Female,25-34,Anambra,Ogun,Undergraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South East,South West,Poor
LRN0035563,Female,18-24,Lagos,Jigawa,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North West,Poor
LRN0035564,Male,35-44,Anambra,FCT,OND/ND,Student,Yes,Laptop,Intermediate,50k-100k,Social Media,South East,North Central,Good
LRN0035565,Female,18-24,Rivers,Benue,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South South,North Central,Moderate
LRN0035566,Male,18-24,Abia,Kano,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Partner Organisation,South East,North West,Good
LRN0035567,Female,25-34,Katsina,Kano,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North West,North West,Poor
LRN0035568,Female,18-24,Lagos,Rivers,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,South West,South South,Poor
LRN0035569,Female,18-24,Rivers,Jigawa,OND/ND,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Community Outreach,South South,North West,Moderate
LRN0035570,Female,25-34,Ogun,Bayelsa,Graduate,Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,South South,Moderate
LRN0035571,Male,18-24,Ogun,Jigawa,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Social Media,South West,North West,Poor
LRN0035572,Male,18-24,Kaduna,Kaduna,Undergraduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,North West,North West,Moderate
LRN0035573,Female,25-34,Lagos,Imo,Secondary School,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South West,South East,Good
LRN0035574,Male,25-34,Katsina,Kaduna,Postgraduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,North West,Poor
LRN0035575,Male,25-34,Ondo,Plateau,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,North Central,Good
LRN0035576,Female,18-24,Bauchi,Ogun,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Community Outreach,North East,South West,Good
LRN0035577,Male,25-34,Adamawa,Niger,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Referral,North East,North Central,Poor
LRN0035578,Male,25-34,Sokoto,Abia,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,South East,Moderate
LRN0035579,Male,18-24,FCT,Anambra,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North Central,South East,Good
LRN0035580,Female,25-34,Katsina,Akwa Ibom,OND/ND,Self-Employed,Yes,Laptop,Beginner,250k+,Referral,North West,South South,Moderate
LRN0035581,Male,18-24,Sokoto,FCT,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Partner Organisation,North West,North Central,Good
LRN0035582,Male,18-24,Ogun,Lagos,Postgraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South West,South West,Good
LRN0035583,Female,18-24,Borno,Kano,Secondary School,Student,Yes,Mobile Phone,Intermediate,250k+,Referral,North East,North West,Moderate
LRN0035584,Female,25-34,FCT,Adamawa,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Community Outreach,North Central,North East,Poor
LRN0035585,Female,18-24,Kaduna,Kaduna,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,North West,North West,Good
LRN0035586,Female,25-34,Ogun,Edo,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,South West,South South,Poor
LRN0035587,Male,18-24,FCT,Benue,Secondary School,Unemployed,Yes,Laptop,Intermediate,100k-250k,Referral,North Central,North Central,Good
LRN0035588,Female,25-34,Kogi,Lagos,Graduate,Employed,Yes,Laptop,Beginner,<50k,Email Campaign,North Central,South West,Moderate
LRN0035589,Male,18-24,Anambra,FCT,Undergraduate,Student,Yes,Laptop,Intermediate,<50k,Social Media,South East,North Central,Moderate
LRN0035590,Male,18-24,Lagos,Sokoto,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,South West,North West,Good
LRN0035591,Male,25-34,Bauchi,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North East,South West,Good
LRN0035592,Male,18-24,Ogun,Delta,Graduate,Self-Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,South South,Good
LRN0035593,Male,25-34,FCT,Kano,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North Central,North West,Moderate
LRN0035594,Male,35-44,Taraba,Lagos,OND/ND,Employed,No,Mobile Phone,Beginner,50k-100k,Referral,North East,South West,Good
LRN0035595,Female,18-24,Delta,Rivers,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Community Outreach,South South,South South,Poor
LRN0035596,Male,18-24,Lagos,Kano,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,North West,Good
LRN0035597,Female,18-24,FCT,Ogun,OND/ND,Employed,Yes,Laptop,Advanced,<50k,Social Media,North Central,South West,Moderate
LRN0035598,Male,35-44,Lagos,Lagos,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South West,South West,Good
LRN0035599,Female,25-34,Abia,Plateau,OND/ND,Employed,No,Mobile Phone,Beginner,100k-250k,Community Outreach,South East,North Central,Good
LRN0035600,Male,25-34,Sokoto,Delta,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,250k+,Campus Outreach,North West,South South,Moderate
LRN0035601,Female,25-34,Kano,Lagos,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South West,Poor
LRN0035602,Female,35-44,Kaduna,Osun,Secondary School,Unemployed,Yes,Laptop,Beginner,100k-250k,Community Outreach,North West,South West,Moderate
LRN0035603,Female,18-24,Rivers,Lagos,Undergraduate,Student,Yes,Laptop,Advanced,50k-100k,Social Media,South South,South West,Moderate
LRN0035604,Male,25-34,Delta,Taraba,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,North East,Poor
LRN0035605,Male,25-34,Edo,Oyo,Secondary School,Self-Employed,Yes,Laptop,Beginner,<50k,Email Campaign,South South,South West,Good
LRN0035606,Male,25-34,Kano,Enugu,Postgraduate,Student,Yes,Laptop,Beginner,50k-100k,Partner Organisation,North West,South East,Good
LRN0035607,Male,18-24,Kano,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Advanced,100k-250k,Social Media,North West,South West,Moderate
LRN0035608,Male,25-34,Ogun,Delta,Secondary School,Employed,Yes,Mobile Phone,Advanced,50k-100k,Social Media,South West,South South,Moderate
LRN0035609,Female,18-24,Lagos,Bauchi,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South West,North East,Poor
